CH1,CH2,CH4,Ts,parameter,value
1.699843750e+2,-1.320000000e-1,-1.802343750e+1,,,
1.679843750e+2,-1.240312500e-1,-1.899218750e+1,,,
1.660156250e+2,-1.240625000e-1,-1.800781250e+1,,,
1.640000000e+2,-1.235625000e-1,-1.799218750e+1,,,
1.620468750e+2,-1.440312500e-1,-1.699218750e+1,,,
1.759531250e+2,-1.201875000e-1,-1.500000000e+1,,,
1.740312500e+2,-1.160312500e-1,-1.700000000e+1,,,
1.760156250e+2,-1.120000000e-1,-1.900000000e+1,,,
1.700156250e+2,-1.320000000e-1,-1.600000000e+1,,,
1.739375000e+2,-1.280000000e-1,-1.900000000e+1,,,
1.740312500e+2,-1.284687500e-1,-1.703125000e+1,,,
1.719531250e+2,-1.160000000e-1,-1.600000000e+1,,,
1.720781250e+2,-1.400312500e-1,-1.700781250e+1,,,
1.779375000e+2,-1.239375000e-1,-1.500781250e+1,,,
1.700312500e+2,-1.200000000e-1,-1.700000000e+1,,,
1.800000000e+2,-1.240000000e-1,-1.400781250e+1,,,
1.679218750e+2,-1.200625000e-1,-1.599218750e+1,,,
1.719375000e+2,-1.198750000e-1,-1.698437500e+1,,,
1.719218750e+2,-1.280625000e-1,-1.399218750e+1,,,
1.780000000e+2,-1.160312500e-1,-1.502343750e+1,,,
1.720000000e+2,-1.240000000e-1,-1.602343750e+1,,,
1.779218750e+2,-1.200000000e-1,-1.498437500e+1,,,
1.780781250e+2,-1.239375000e-1,-1.200000000e+1,,,
1.720625000e+2,-1.359062500e-1,-1.601562500e+1,,,
1.740781250e+2,-1.320312500e-1,-1.500000000e+1,,,
1.780000000e+2,-1.320000000e-1,-1.600000000e+1,,,
1.760625000e+2,-1.280000000e-1,-1.399218750e+1,,,
1.859843750e+2,-1.240000000e-1,-1.400781250e+1,,,
1.740468750e+2,-1.240000000e-1,-1.300781250e+1,,,
1.720000000e+2,-1.279062500e-1,-1.302343750e+1,,,
1.780000000e+2,-1.400000000e-1,-1.700000000e+1,,,
1.780156250e+2,-1.320625000e-1,-1.600781250e+1,,,
1.719843750e+2,-1.280000000e-1,-1.600000000e+1,,,
1.819843750e+2,-1.160312500e-1,-1.301562500e+1,,,
1.740312500e+2,-1.199687500e-1,-1.299218750e+1,,,
1.839531250e+2,-1.120625000e-1,-1.300000000e+1,,,
1.860625000e+2,-1.320625000e-1,-1.400000000e+1,,,
1.820000000e+2,-1.160000000e-1,-1.400000000e+1,,,
1.860000000e+2,-1.398750000e-1,-1.601562500e+1,,,
1.859375000e+2,-1.280000000e-1,-1.497656250e+1,,,
1.800312500e+2,-1.200312500e-1,-1.399218750e+1,,,
1.860000000e+2,-1.360312500e-1,-1.200000000e+1,,,
1.779687500e+2,-1.280625000e-1,-1.301562500e+1,,,
1.819843750e+2,-1.239375000e-1,-1.301562500e+1,,,
1.800000000e+2,-1.279375000e-1,-1.201562500e+1,,,
1.819843750e+2,-1.280312500e-1,-1.202343750e+1,,,
1.840625000e+2,-1.199687500e-1,-1.400781250e+1,,,
1.780000000e+2,-1.160000000e-1,-1.100781250e+1,,,
1.858281250e+2,-1.279375000e-1,-1.300000000e+1,,,
1.881406250e+2,-1.320937500e-1,-1.100000000e+1,,,
1.819531250e+2,-1.240000000e-1,-1.396875000e+1,,,
1.839687500e+2,-1.280000000e-1,-1.399218750e+1,,,
1.799843750e+2,-1.280312500e-1,-1.100781250e+1,,,
1.881250000e+2,-1.278437500e-1,-1.300000000e+1,,,
1.919531250e+2,-1.162187500e-1,-1.198437500e+1,,,
1.858906250e+2,-1.440625000e-1,-1.000781250e+1,,,
1.840312500e+2,-1.202812500e-1,-1.000000000e+1,,,
1.899218750e+2,-1.199687500e-1,-1.000781250e+1,,,
1.900625000e+2,-1.159687500e-1,-1.100000000e+1,,,
1.860156250e+2,-1.280000000e-1,-1.400000000e+1,,,
1.879531250e+2,-1.160312500e-1,-8.992187500e+0,,,
1.880625000e+2,-1.320000000e-1,-1.300781250e+1,,,
1.839687500e+2,-1.282500000e-1,-1.103125000e+1,,,
1.921250000e+2,-1.119062500e-1,-1.100781250e+1,,,
1.959843750e+2,-1.359375000e-1,-1.200000000e+1,,,
1.919062500e+2,-1.320000000e-1,-1.200000000e+1,,,
1.860000000e+2,-1.360000000e-1,-6.000000000e+0,,,
1.940468750e+2,-1.319687500e-1,-1.101562500e+1,,,
1.980000000e+2,-1.240000000e-1,-9.000000000e+0,,,
1.920000000e+2,-1.240000000e-1,-1.200000000e+1,,,
1.980156250e+2,-1.240000000e-1,-8.992187500e+0,,,
1.900312500e+2,-1.239687500e-1,-9.992187500e+0,,,
1.880000000e+2,-1.162187500e-1,-8.007812500e+0,,,
1.900156250e+2,-1.399687500e-1,-8.000000000e+0,,,
1.939687500e+2,-1.158437500e-1,-7.000000000e+0,,,
1.960000000e+2,-1.322500000e-1,-1.001562500e+1,,,
1.940000000e+2,-1.360000000e-1,-6.000000000e+0,,,
1.960000000e+2,-1.360625000e-1,-9.992187500e+0,,,
1.960000000e+2,-1.240000000e-1,-8.007812500e+0,,,
1.940156250e+2,-1.320000000e-1,-1.103906250e+1,,,
1.959687500e+2,-1.239062500e-1,-8.976562500e+0,,,
1.920000000e+2,-1.240312500e-1,-8.000000000e+0,,,
2.000156250e+2,-1.240000000e-1,-8.007812500e+0,,,
1.980000000e+2,-1.240312500e-1,-9.000000000e+0,,,
1.980000000e+2,-1.200312500e-1,-7.007812500e+0,,,
1.980000000e+2,-1.280625000e-1,-7.031250000e+0,,,
1.940000000e+2,-1.360000000e-1,-9.000000000e+0,,,
1.979218750e+2,-1.279062500e-1,-6.007812500e+0,,,
2.000000000e+2,-1.239687500e-1,-8.000000000e+0,,,
1.980468750e+2,-1.201875000e-1,-4.992187500e+0,,,
1.960937500e+2,-1.160625000e-1,-9.992187500e+0,,,
2.040312500e+2,-1.280937500e-1,-7.984375000e+0,,,
1.978281250e+2,-1.278750000e-1,-5.000000000e+0,,,
1.940000000e+2,-1.241250000e-1,-6.992187500e+0,,,
1.980781250e+2,-1.360312500e-1,-8.000000000e+0,,,
2.020000000e+2,-1.238750000e-1,-6.992187500e+0,,,
2.019531250e+2,-1.238750000e-1,-9.007812500e+0,,,
2.059531250e+2,-1.360000000e-1,-6.000000000e+0,,,
2.020468750e+2,-1.281250000e-1,-9.007812500e+0,,,
1.920000000e+2,-1.199687500e-1,-6.000000000e+0,,,
2.018281250e+2,-1.200937500e-1,-8.000000000e+0,,,
2.081718750e+2,-1.280312500e-1,-7.000000000e+0,,,
1.920156250e+2,-1.238437500e-1,-5.992187500e+0,,,
2.062187500e+2,-1.400000000e-1,-7.007812500e+0,,,
2.059531250e+2,-1.239687500e-1,-4.960937500e+0,,,
2.059687500e+2,-1.280000000e-1,-2.007812500e+0,,,
2.019531250e+2,-1.199687500e-1,-5.984375000e+0,,,
2.020156250e+2,-1.282500000e-1,-5.968750000e+0,,,
2.080156250e+2,-1.359062500e-1,-4.007812500e+0,,,
2.080000000e+2,-1.164062500e-1,-6.976562500e+0,,,
2.059843750e+2,-1.202500000e-1,-6.000000000e+0,,,
2.040000000e+2,-1.400312500e-1,-6.000000000e+0,,,
2.040000000e+2,-1.238125000e-1,-4.023437500e+0,,,
2.040312500e+2,-1.280625000e-1,-4.000000000e+0,,,
2.120000000e+2,-1.240000000e-1,-6.000000000e+0,,,
2.160156250e+2,-1.280000000e-1,-3.992187500e+0,,,
2.099375000e+2,-1.240000000e-1,-6.000000000e+0,,,
2.020000000e+2,-1.320312500e-1,-2.976562500e+0,,,
2.101250000e+2,-1.280000000e-1,-4.015625000e+0,,,
2.139843750e+2,-1.360937500e-1,-5.992187500e+0,,,
2.119687500e+2,-1.318750000e-1,-4.000000000e+0,,,
2.119843750e+2,-1.240312500e-1,-6.000000000e+0,,,
2.100000000e+2,-1.279687500e-1,-4.007812500e+0,,,
2.100312500e+2,-1.240000000e-1,-4.007812500e+0,,,
2.180000000e+2,-1.240312500e-1,-5.000000000e+0,,,
2.100468750e+2,-1.239375000e-1,-4.007812500e+0,,,
2.139843750e+2,-1.200312500e-1,-3.007812500e+0,,,
2.140625000e+2,-1.280625000e-1,-6.000000000e+0,,,
2.100156250e+2,-1.280000000e-1,-3.023437500e+0,,,
2.120625000e+2,-1.240000000e-1,-3.007812500e+0,,,
2.119687500e+2,-1.240000000e-1,-2.007812500e+0,,,
2.120156250e+2,-1.200000000e-1,-1.968750000e+0,,,
2.160312500e+2,-1.240625000e-1,-5.000000000e+0,,,
2.138906250e+2,-1.281875000e-1,-3.015625000e+0,,,
2.099687500e+2,-1.360000000e-1,-9.843750000e-1,,,
2.141406250e+2,-1.280000000e-1,-3.015625000e+0,,,
2.220468750e+2,-1.280000000e-1,0.000000000e+0,,,
2.139687500e+2,-1.240000000e-1,-2.992187500e+0,,,
2.240000000e+2,-1.359375000e-1,-2.023437500e+0,,,
2.140312500e+2,-1.158750000e-1,-6.007812500e+0,,,
2.139531250e+2,-1.283750000e-1,-3.000000000e+0,,,
2.159375000e+2,-1.317500000e-1,-3.000000000e+0,,,
2.199843750e+2,-1.081562500e-1,-3.000000000e+0,,,
2.179375000e+2,-1.242187500e-1,-2.015625000e+0,,,
2.180937500e+2,-1.360937500e-1,-1.000000000e+0,,,
2.239687500e+2,-1.357500000e-1,-2.007812500e+0,,,
2.139687500e+2,-1.199375000e-1,-1.015625000e+0,,,
2.180000000e+2,-1.281250000e-1,-1.000000000e+0,,,
2.159843750e+2,-1.280000000e-1,-2.000000000e+0,,,
2.160000000e+2,-1.320937500e-1,-1.023437500e+0,,,
2.180312500e+2,-1.360312500e-1,3.125000000e-2,,,
2.260000000e+2,-1.318437500e-1,-3.000000000e+0,,,
2.200000000e+2,-1.239687500e-1,1.992187500e+0,,,
2.240000000e+2,-1.239062500e-1,-1.968750000e+0,,,
2.159843750e+2,-1.200312500e-1,0.000000000e+0,,,
2.199531250e+2,-1.280000000e-1,9.687500000e-1,,,
2.279843750e+2,-1.238750000e-1,2.007812500e+0,,,
2.240000000e+2,-1.160312500e-1,-1.023437500e+0,,,
2.219375000e+2,-1.280312500e-1,-9.921875000e-1,,,
2.160468750e+2,-1.199687500e-1,0.000000000e+0,,,
2.280468750e+2,-1.280937500e-1,1.007812500e+0,,,
2.239531250e+2,-1.239062500e-1,2.000000000e+0,,,
2.260000000e+2,-1.196875000e-1,1.000000000e+0,,,
2.220937500e+2,-1.357812500e-1,9.843750000e-1,,,
2.199687500e+2,-1.361250000e-1,2.000000000e+0,,,
2.257343750e+2,-1.281250000e-1,9.843750000e-1,,,
2.321562500e+2,-1.239687500e-1,-1.015625000e+0,,,
2.220000000e+2,-1.280937500e-1,3.000000000e+0,,,
2.317968750e+2,-1.238437500e-1,2.023437500e+0,,,
2.279218750e+2,-1.359062500e-1,1.968750000e+0,,,
2.239843750e+2,-1.281562500e-1,3.007812500e+0,,,
2.260156250e+2,-1.200000000e-1,-1.023437500e+0,,,
2.300000000e+2,-1.280312500e-1,9.843750000e-1,,,
2.259218750e+2,-1.160000000e-1,3.000000000e+0,,,
2.220000000e+2,-1.200000000e-1,2.000000000e+0,,,
2.280000000e+2,-1.198750000e-1,5.031250000e+0,,,
2.280937500e+2,-1.279375000e-1,0.000000000e+0,,,
2.239843750e+2,-1.280000000e-1,2.046875000e+0,,,
2.299687500e+2,-1.319687500e-1,2.984375000e+0,,,
2.300312500e+2,-1.320312500e-1,2.000000000e+0,,,
2.280312500e+2,-1.239687500e-1,3.000000000e+0,,,
2.279531250e+2,-1.282500000e-1,2.000000000e+0,,,
2.340781250e+2,-1.158437500e-1,2.000000000e+0,,,
2.359843750e+2,-1.399375000e-1,3.992187500e+0,,,
2.319531250e+2,-1.280312500e-1,3.007812500e+0,,,
2.240312500e+2,-1.320000000e-1,5.000000000e+0,,,
2.380468750e+2,-1.280000000e-1,1.976562500e+0,,,
2.380312500e+2,-1.240312500e-1,2.000000000e+0,,,
2.300000000e+2,-1.239062500e-1,1.984375000e+0,,,
2.200156250e+2,-1.280000000e-1,5.000000000e+0,,,
2.359531250e+2,-1.240000000e-1,4.984375000e+0,,,
2.300000000e+2,-1.240000000e-1,1.007812500e+0,,,
2.340000000e+2,-1.280312500e-1,2.992187500e+0,,,
2.360000000e+2,-1.200000000e-1,3.007812500e+0,,,
2.320625000e+2,-1.280000000e-1,5.976562500e+0,,,
2.320000000e+2,-1.280000000e-1,3.976562500e+0,,,
2.379843750e+2,-1.281250000e-1,1.023437500e+0,,,
2.359687500e+2,-1.200312500e-1,5.007812500e+0,,,
2.320156250e+2,-1.240000000e-1,2.960937500e+0,,,
2.400312500e+2,-1.200312500e-1,3.046875000e+0,,,
2.400312500e+2,-1.160312500e-1,5.992187500e+0,,,
2.320000000e+2,-1.196250000e-1,4.007812500e+0,,,
2.380000000e+2,-1.320937500e-1,5.000000000e+0,,,
2.340156250e+2,-1.161250000e-1,4.000000000e+0,,,
2.339687500e+2,-1.199687500e-1,1.000000000e+0,,,
2.360000000e+2,-1.280000000e-1,5.015625000e+0,,,
2.339843750e+2,-1.280000000e-1,5.000000000e+0,,,
2.398906250e+2,-1.160000000e-1,4.000000000e+0,,,
2.440625000e+2,-1.279375000e-1,4.992187500e+0,,,
2.380312500e+2,-1.200000000e-1,6.007812500e+0,,,
2.460312500e+2,-1.280000000e-1,6.992187500e+0,,,
2.378750000e+2,-1.199687500e-1,7.000000000e+0,,,
2.360156250e+2,-1.200312500e-1,8.000000000e+0,,,
2.401093750e+2,-1.280625000e-1,7.007812500e+0,,,
2.480156250e+2,-1.321562500e-1,5.992187500e+0,,,
2.441406250e+2,-1.158750000e-1,8.007812500e+0,,,
2.379531250e+2,-1.438750000e-1,4.976562500e+0,,,
2.459687500e+2,-1.281875000e-1,3.023437500e+0,,,
2.440156250e+2,-1.240312500e-1,8.054687500e+0,,,
2.400000000e+2,-1.239687500e-1,7.000000000e+0,,,
2.439062500e+2,-1.160000000e-1,8.000000000e+0,,,
2.480000000e+2,-1.236875000e-1,7.000000000e+0,,,
2.439375000e+2,-1.320000000e-1,9.000000000e+0,,,
2.419843750e+2,-1.280000000e-1,3.992187500e+0,,,
2.420625000e+2,-1.200000000e-1,7.039062500e+0,,,
2.500000000e+2,-1.240312500e-1,8.992187500e+0,,,
2.440000000e+2,-1.280000000e-1,8.992187500e+0,,,
2.500000000e+2,-1.360937500e-1,9.960937500e+0,,,
2.480000000e+2,-1.161562500e-1,3.000000000e+0,,,
2.380156250e+2,-1.198437500e-1,6.929687500e+0,,,
2.439687500e+2,-1.320000000e-1,1.100000000e+1,,,
2.460000000e+2,-1.280625000e-1,9.007812500e+0,,,
2.419531250e+2,-1.160625000e-1,7.984375000e+0,,,
2.480156250e+2,-1.320312500e-1,9.000000000e+0,,,
2.380000000e+2,-1.241875000e-1,7.023437500e+0,,,
2.479687500e+2,-1.120000000e-1,8.000000000e+0,,,
2.440000000e+2,-1.199687500e-1,9.984375000e+0,,,
2.420156250e+2,-1.200000000e-1,6.929687500e+0,,,
2.480781250e+2,-1.280312500e-1,7.023437500e+0,,,
2.519531250e+2,-1.280000000e-1,7.960937500e+0,,,
2.439687500e+2,-1.280312500e-1,5.015625000e+0,,,
2.460000000e+2,-1.240937500e-1,1.095312500e+1,,,
2.420000000e+2,-1.240000000e-1,9.023437500e+0,,,
2.459531250e+2,-1.240000000e-1,8.992187500e+0,,,
2.519843750e+2,-1.240312500e-1,7.992187500e+0,,,
2.500000000e+2,-1.280000000e-1,1.097656250e+1,,,
2.520312500e+2,-1.160000000e-1,1.000000000e+1,,,
2.480000000e+2,-1.319375000e-1,8.000000000e+0,,,
2.520468750e+2,-1.200000000e-1,9.007812500e+0,,,
2.520156250e+2,-1.240000000e-1,8.007812500e+0,,,
2.540156250e+2,-1.120312500e-1,1.199218750e+1,,,
2.519375000e+2,-1.361250000e-1,9.000000000e+0,,,
2.479375000e+2,-1.278125000e-1,8.023437500e+0,,,
2.501406250e+2,-1.240312500e-1,1.099218750e+1,,,
2.599687500e+2,-1.240312500e-1,1.009375000e+1,,,
2.500781250e+2,-1.200312500e-1,4.992187500e+0,,,
2.558593750e+2,-1.239687500e-1,8.000000000e+0,,,
2.580781250e+2,-1.280312500e-1,1.000000000e+1,,,
2.500312500e+2,-1.320000000e-1,1.000000000e+1,,,
2.519375000e+2,-1.280000000e-1,1.100000000e+1,,,
2.540000000e+2,-1.400312500e-1,1.100781250e+1,,,
2.540312500e+2,-1.241562500e-1,9.992187500e+0,,,
2.580000000e+2,-1.279687500e-1,1.000000000e+1,,,
2.539531250e+2,-1.320000000e-1,9.000000000e+0,,,
2.540156250e+2,-1.360000000e-1,9.007812500e+0,,,
2.580156250e+2,-1.279375000e-1,1.100000000e+1,,,
2.600000000e+2,-1.160000000e-1,1.000000000e+1,,,
2.620000000e+2,-1.279062500e-1,9.984375000e+0,,,
2.619843750e+2,-1.280000000e-1,1.300000000e+1,,,
2.560468750e+2,-1.319375000e-1,1.101562500e+1,,,
2.499687500e+2,-1.118437500e-1,1.100000000e+1,,,
2.640000000e+2,-1.201875000e-1,1.000000000e+1,,,
2.520312500e+2,-1.320000000e-1,1.100000000e+1,,,
2.559687500e+2,-1.239375000e-1,1.200000000e+1,,,
2.580625000e+2,-1.277812500e-1,1.201562500e+1,,,
2.520000000e+2,-1.280312500e-1,1.200000000e+1,,,
2.600000000e+2,-1.240312500e-1,1.197656250e+1,,,
2.639062500e+2,-1.360000000e-1,6.984375000e+0,,,
2.560000000e+2,-1.239375000e-1,1.103125000e+1,,,
2.620000000e+2,-1.320937500e-1,1.200000000e+1,,,
2.540000000e+2,-1.320625000e-1,1.300781250e+1,,,
2.620000000e+2,-1.280000000e-1,1.500000000e+1,,,
2.640000000e+2,-1.320312500e-1,1.400000000e+1,,,
2.620000000e+2,-1.360000000e-1,1.400781250e+1,,,
2.660000000e+2,-1.320625000e-1,1.500000000e+1,,,
2.600312500e+2,-1.441250000e-1,1.400781250e+1,,,
2.620000000e+2,-1.440000000e-1,1.200000000e+1,,,
2.599843750e+2,-1.439062500e-1,1.500000000e+1,,,
2.660625000e+2,-1.439687500e-1,1.100000000e+1,,,
2.659843750e+2,-1.400000000e-1,1.401562500e+1,,,
2.680781250e+2,-1.480625000e-1,1.500781250e+1,,,
2.700000000e+2,-1.521562500e-1,1.600000000e+1,,,
2.679375000e+2,-1.638750000e-1,1.500000000e+1,,,
2.639687500e+2,-1.480312500e-1,1.496093750e+1,,,
2.640000000e+2,-1.640000000e-1,1.800781250e+1,,,
2.639375000e+2,-1.480000000e-1,1.200000000e+1,,,
2.699531250e+2,-1.638750000e-1,1.604687500e+1,,,
2.740468750e+2,-1.599062500e-1,1.699218750e+1,,,
2.680000000e+2,-1.560000000e-1,1.500000000e+1,,,
2.720625000e+2,-1.600625000e-1,1.600000000e+1,,,
2.658125000e+2,-1.678437500e-1,1.698437500e+1,,,
2.841250000e+2,-1.720312500e-1,1.800000000e+1,,,
2.758437500e+2,-1.599687500e-1,1.700000000e+1,,,
2.780625000e+2,-1.601250000e-1,1.799218750e+1,,,
2.800000000e+2,-1.680625000e-1,1.600000000e+1,,,
2.779843750e+2,-1.638750000e-1,1.701562500e+1,,,
2.760000000e+2,-1.600625000e-1,1.699218750e+1,,,
2.800000000e+2,-1.678750000e-1,1.596875000e+1,,,
2.759062500e+2,-1.638750000e-1,1.900000000e+1,,,
2.720000000e+2,-1.561250000e-1,1.600000000e+1,,,
2.820000000e+2,-1.680625000e-1,1.796093750e+1,,,
2.739843750e+2,-1.557187500e-1,1.800000000e+1,,,
2.800000000e+2,-1.522812500e-1,1.600000000e+1,,,
2.799843750e+2,-1.679375000e-1,1.900000000e+1,,,
2.840000000e+2,-1.440000000e-1,1.700000000e+1,,,
2.819687500e+2,-1.600625000e-1,2.100781250e+1,,,
2.840781250e+2,-1.600625000e-1,1.899218750e+1,,,
2.879218750e+2,-1.636875000e-1,2.002343750e+1,,,
2.820625000e+2,-1.400625000e-1,1.998437500e+1,,,
2.920000000e+2,-1.640937500e-1,1.900000000e+1,,,
2.840000000e+2,-1.442500000e-1,1.900000000e+1,,,
2.840000000e+2,-1.480312500e-1,1.800000000e+1,,,
2.859843750e+2,-1.519687500e-1,1.996875000e+1,,,
2.880156250e+2,-1.357187500e-1,2.100781250e+1,,,
2.860000000e+2,-1.282500000e-1,1.799218750e+1,,,
2.880468750e+2,-1.520625000e-1,1.899218750e+1,,,
2.820468750e+2,-1.400000000e-1,1.900000000e+1,,,
2.862187500e+2,-1.440625000e-1,2.000781250e+1,,,
2.919531250e+2,-1.399687500e-1,2.100000000e+1,,,
2.839218750e+2,-1.400937500e-1,2.000000000e+1,,,
2.861718750e+2,-1.398125000e-1,2.100000000e+1,,,
2.940000000e+2,-1.198437500e-1,2.100000000e+1,,,
2.879687500e+2,-1.280937500e-1,2.100000000e+1,,,
2.919843750e+2,-1.200000000e-1,2.002343750e+1,,,
2.860156250e+2,-1.200000000e-1,1.800000000e+1,,,
2.899687500e+2,-1.200000000e-1,1.896875000e+1,,,
2.879843750e+2,-1.080000000e-1,2.500781250e+1,,,
2.919843750e+2,-1.242812500e-1,1.993750000e+1,,,
2.900156250e+2,-1.277500000e-1,1.900000000e+1,,,
2.919687500e+2,-1.119375000e-1,2.300000000e+1,,,
2.920312500e+2,-1.200000000e-1,2.301562500e+1,,,
2.920937500e+2,-1.160937500e-1,2.101562500e+1,,,
2.978750000e+2,-1.320312500e-1,2.000000000e+1,,,
2.840000000e+2,-1.157187500e-1,2.103125000e+1,,,
2.980156250e+2,-1.119687500e-1,2.400000000e+1,,,
2.900000000e+2,-1.080937500e-1,2.000000000e+1,,,
2.919843750e+2,-1.199687500e-1,1.900000000e+1,,,
2.860000000e+2,-1.200312500e-1,2.098437500e+1,,,
2.920000000e+2,-1.239375000e-1,2.100781250e+1,,,
2.880000000e+2,-1.159375000e-1,2.100000000e+1,,,
2.860000000e+2,-1.201562500e-1,2.200000000e+1,,,
2.940000000e+2,-1.198437500e-1,2.098437500e+1,,,
2.940000000e+2,-1.160625000e-1,2.400000000e+1,,,
2.959687500e+2,-1.240000000e-1,2.200000000e+1,,,
2.999687500e+2,-1.239375000e-1,2.400781250e+1,,,
3.040000000e+2,-1.159687500e-1,2.099218750e+1,,,
2.878906250e+2,-1.160625000e-1,2.403125000e+1,,,
2.901093750e+2,-1.241250000e-1,2.300000000e+1,,,
2.980000000e+2,-1.239375000e-1,1.902343750e+1,,,
2.959843750e+2,-1.200312500e-1,2.500000000e+1,,,
2.999531250e+2,-1.200625000e-1,2.100000000e+1,,,
2.980468750e+2,-1.160625000e-1,2.196093750e+1,,,
2.960625000e+2,-1.159687500e-1,2.400000000e+1,,,
2.918906250e+2,-1.200000000e-1,2.398437500e+1,,,
2.999843750e+2,-1.200000000e-1,2.100781250e+1,,,
2.959218750e+2,-1.240000000e-1,2.300000000e+1,,,
3.021562500e+2,-1.201562500e-1,2.500000000e+1,,,
2.879687500e+2,-1.199687500e-1,2.498437500e+1,,,
2.960156250e+2,-1.200937500e-1,2.600781250e+1,,,
2.920156250e+2,-1.120000000e-1,2.198437500e+1,,,
3.000156250e+2,-1.239687500e-1,2.398437500e+1,,,
2.959375000e+2,-1.240000000e-1,2.500000000e+1,,,
2.960156250e+2,-1.280000000e-1,2.300000000e+1,,,
3.000000000e+2,-1.360000000e-1,2.496093750e+1,,,
2.960781250e+2,-1.281875000e-1,2.500000000e+1,,,
2.940000000e+2,-1.278750000e-1,2.597656250e+1,,,
2.939843750e+2,-1.399375000e-1,2.402343750e+1,,,
2.979843750e+2,-1.360625000e-1,2.800000000e+1,,,
2.999843750e+2,-1.280000000e-1,2.496093750e+1,,,
3.019843750e+2,-1.319687500e-1,2.500000000e+1,,,
3.019843750e+2,-1.319375000e-1,2.700000000e+1,,,
3.020312500e+2,-1.360625000e-1,2.399218750e+1,,,
3.039843750e+2,-1.280000000e-1,2.703125000e+1,,,
2.979687500e+2,-1.360000000e-1,2.600000000e+1,,,
3.040312500e+2,-1.320000000e-1,2.300000000e+1,,,
3.079843750e+2,-1.280000000e-1,2.706250000e+1,,,
3.060000000e+2,-1.356875000e-1,2.802343750e+1,,,
2.999843750e+2,-1.400625000e-1,2.500000000e+1,,,
3.019687500e+2,-1.280000000e-1,2.600781250e+1,,,
3.059843750e+2,-1.280000000e-1,2.700000000e+1,,,
3.040000000e+2,-1.479687500e-1,2.499218750e+1,,,
3.080156250e+2,-1.359375000e-1,2.800000000e+1,,,
3.000312500e+2,-1.320000000e-1,2.500000000e+1,,,
3.060000000e+2,-1.317812500e-1,2.800000000e+1,,,
3.060156250e+2,-1.478750000e-1,2.496875000e+1,,,
3.000000000e+2,-1.440625000e-1,2.600781250e+1,,,
3.081406250e+2,-1.480000000e-1,2.700781250e+1,,,
3.159687500e+2,-1.440937500e-1,2.800781250e+1,,,
3.000468750e+2,-1.279687500e-1,2.701562500e+1,,,
3.040000000e+2,-1.399375000e-1,2.299218750e+1,,,
3.080156250e+2,-1.320625000e-1,2.801562500e+1,,,
3.079843750e+2,-1.360312500e-1,2.800000000e+1,,,
3.100156250e+2,-1.280000000e-1,2.600000000e+1,,,
3.079843750e+2,-1.360000000e-1,2.800781250e+1,,,
3.120156250e+2,-1.280000000e-1,2.900000000e+1,,,
3.079687500e+2,-1.320000000e-1,2.800000000e+1,,,
3.139687500e+2,-1.362812500e-1,2.800781250e+1,,,
3.079062500e+2,-1.280000000e-1,2.800781250e+1,,,
3.059687500e+2,-1.360312500e-1,3.098437500e+1,,,
3.060937500e+2,-1.319687500e-1,3.100000000e+1,,,
3.160312500e+2,-1.279687500e-1,3.098437500e+1,,,
3.119531250e+2,-1.240000000e-1,2.801562500e+1,,,
3.140156250e+2,-1.239687500e-1,2.699218750e+1,,,
3.100468750e+2,-1.240312500e-1,3.000000000e+1,,,
3.080000000e+2,-1.161562500e-1,2.799218750e+1,,,
3.080000000e+2,-1.079375000e-1,2.900781250e+1,,,
3.080000000e+2,-1.279375000e-1,2.900781250e+1,,,
3.059218750e+2,-1.280000000e-1,2.999218750e+1,,,
3.179843750e+2,-1.280000000e-1,2.800000000e+1,,,
3.100625000e+2,-1.279375000e-1,2.800781250e+1,,,
3.160937500e+2,-1.320312500e-1,3.100000000e+1,,,
3.159843750e+2,-1.200000000e-1,2.897656250e+1,,,
3.119843750e+2,-1.040000000e-1,2.503125000e+1,,,
3.160312500e+2,-1.200312500e-1,3.000000000e+1,,,
3.199843750e+2,-1.120000000e-1,2.500000000e+1,,,
3.200000000e+2,-1.119687500e-1,3.003125000e+1,,,
3.100000000e+2,-1.159687500e-1,2.900000000e+1,,,
3.040000000e+2,-1.160937500e-1,2.899218750e+1,,,
3.079375000e+2,-1.080000000e-1,2.900000000e+1,,,
3.199687500e+2,-1.199687500e-1,2.899218750e+1,,,
3.140937500e+2,-1.160312500e-1,3.100000000e+1,,,
3.119843750e+2,-1.159375000e-1,2.800781250e+1,,,
3.159218750e+2,-9.603125000e-2,2.796875000e+1,,,
3.200156250e+2,-1.078750000e-1,3.000000000e+1,,,
3.120000000e+2,-1.080312500e-1,3.100000000e+1,,,
3.120000000e+2,-1.080000000e-1,2.995312500e+1,,,
3.120468750e+2,-1.040000000e-1,2.800000000e+1,,,
3.179531250e+2,-1.040312500e-1,2.900781250e+1,,,
3.100156250e+2,-1.080312500e-1,2.900000000e+1,,,
3.180000000e+2,-1.001875000e-1,2.999218750e+1,,,
3.079843750e+2,-9.996875000e-2,2.999218750e+1,,,
3.219687500e+2,-1.040000000e-1,3.099218750e+1,,,
3.160625000e+2,-1.040000000e-1,2.900000000e+1,,,
3.179843750e+2,-1.000000000e-1,3.000000000e+1,,,
3.121875000e+2,-8.796875000e-2,2.900000000e+1,,,
