CH1,CH2,CH4,Ts,parameter,value
3.059375000e+2,-1.118750000e-1,3.200781250e+1,,,
3.161875000e+2,-1.000000000e-1,2.802343750e+1,,,
3.178906250e+2,-1.040000000e-1,3.000781250e+1,,,
3.120156250e+2,-1.000000000e-1,3.100781250e+1,,,
3.180156250e+2,-1.080625000e-1,2.800000000e+1,,,
3.097812500e+2,-1.039375000e-1,3.002343750e+1,,,
3.061250000e+2,-9.993750000e-2,3.000781250e+1,,,
3.200468750e+2,-9.200000000e-2,2.799218750e+1,,,
3.141250000e+2,-9.996875000e-2,3.000000000e+1,,,
3.119687500e+2,-9.996875000e-2,2.900000000e+1,,,
3.139843750e+2,-1.080312500e-1,3.100000000e+1,,,
3.139531250e+2,-1.040312500e-1,3.096093750e+1,,,
3.180625000e+2,-1.160000000e-1,2.799218750e+1,,,
3.099843750e+2,-1.080937500e-1,2.999218750e+1,,,
3.180312500e+2,-1.079687500e-1,2.799218750e+1,,,
3.119531250e+2,-1.080312500e-1,2.900000000e+1,,,
3.160156250e+2,-1.040000000e-1,3.100000000e+1,,,
3.160468750e+2,-9.600000000e-2,2.699218750e+1,,,
3.219843750e+2,-1.040312500e-1,3.000781250e+1,,,
3.120000000e+2,-1.000000000e-1,3.000000000e+1,,,
3.200156250e+2,-1.000000000e-1,2.699218750e+1,,,
3.159843750e+2,-1.040000000e-1,3.100781250e+1,,,
3.200000000e+2,-1.079687500e-1,2.999218750e+1,,,
3.160156250e+2,-9.593750000e-2,3.200781250e+1,,,
3.140312500e+2,-1.000312500e-1,2.798437500e+1,,,
3.260000000e+2,-1.001562500e-1,2.900000000e+1,,,
3.140156250e+2,-1.119062500e-1,2.896875000e+1,,,
3.200312500e+2,-9.596875000e-2,3.301562500e+1,,,
3.100000000e+2,-1.120000000e-1,2.900781250e+1,,,
3.260000000e+2,-9.596875000e-2,2.998437500e+1,,,
3.158281250e+2,-1.040312500e-1,2.597656250e+1,,,
3.140625000e+2,-9.987500000e-2,3.003125000e+1,,,
3.180000000e+2,-9.196875000e-2,3.000000000e+1,,,
3.139843750e+2,-9.587500000e-2,3.000000000e+1,,,
3.160000000e+2,-1.080000000e-1,3.100000000e+1,,,
3.180000000e+2,-9.996875000e-2,3.100781250e+1,,,
3.120000000e+2,-1.000000000e-1,2.901562500e+1,,,
3.139843750e+2,-9.593750000e-2,3.200000000e+1,,,
3.159843750e+2,-9.609375000e-2,2.900781250e+1,,,
3.160468750e+2,-1.040312500e-1,2.900000000e+1,,,
3.139531250e+2,-1.042187500e-1,3.000000000e+1,,,
3.220468750e+2,-9.603125000e-2,2.900000000e+1,,,
3.179531250e+2,-1.080937500e-1,3.000781250e+1,,,
3.179687500e+2,-1.080000000e-1,3.199218750e+1,,,
3.118906250e+2,-1.079375000e-1,2.800781250e+1,,,
3.121250000e+2,-9.578125000e-2,3.000000000e+1,,,
3.219843750e+2,-9.206250000e-2,2.803125000e+1,,,
3.140312500e+2,-9.993750000e-2,2.797656250e+1,,,
3.200000000e+2,-1.040000000e-1,3.300000000e+1,,,
3.120156250e+2,-1.040625000e-1,3.098437500e+1,,,
3.159062500e+2,-9.593750000e-2,3.098437500e+1,,,
3.220000000e+2,-9.603125000e-2,2.800000000e+1,,,
3.161093750e+2,-1.040625000e-1,3.200000000e+1,,,
3.138750000e+2,-1.123125000e-1,3.200000000e+1,,,
3.221093750e+2,-8.409375000e-2,3.300000000e+1,,,
3.219218750e+2,-9.206250000e-2,3.198437500e+1,,,
3.179531250e+2,-9.596875000e-2,3.099218750e+1,,,
3.180156250e+2,-9.193750000e-2,3.099218750e+1,,,
3.220312500e+2,-9.206250000e-2,3.300000000e+1,,,
3.259843750e+2,-9.603125000e-2,3.099218750e+1,,,
3.180000000e+2,-9.612500000e-2,3.100781250e+1,,,
3.120156250e+2,-9.203125000e-2,2.900000000e+1,,,
3.200000000e+2,-9.596875000e-2,2.900000000e+1,,,
3.240000000e+2,-9.209375000e-2,3.299218750e+1,,,
3.099843750e+2,-1.041875000e-1,3.000000000e+1,,,
3.220000000e+2,-1.039375000e-1,3.100000000e+1,,,
3.181093750e+2,-9.996875000e-2,3.000000000e+1,,,
3.160156250e+2,-9.600000000e-2,3.200000000e+1,,,
3.220156250e+2,-9.600000000e-2,3.199218750e+1,,,
3.179375000e+2,-9.600000000e-2,3.199218750e+1,,,
3.159062500e+2,-9.596875000e-2,3.095312500e+1,,,
3.120937500e+2,-9.609375000e-2,2.900000000e+1,,,
3.220156250e+2,-1.040312500e-1,3.197656250e+1,,,
3.180000000e+2,-1.000937500e-1,3.500000000e+1,,,
3.200000000e+2,-9.600000000e-2,3.198437500e+1,,,
3.180156250e+2,-9.593750000e-2,3.101562500e+1,,,
3.139843750e+2,-8.396875000e-2,2.800000000e+1,,,
3.179843750e+2,-9.218750000e-2,3.101562500e+1,,,
3.181093750e+2,-9.593750000e-2,3.202343750e+1,,,
3.138906250e+2,-8.800000000e-2,2.900000000e+1,,,
3.281875000e+2,-9.206250000e-2,3.303906250e+1,,,
3.217656250e+2,-9.200000000e-2,3.400781250e+1,,,
3.140000000e+2,-9.200000000e-2,3.104687500e+1,,,
3.180937500e+2,-9.200000000e-2,2.900000000e+1,,,
3.200312500e+2,-9.193750000e-2,2.999218750e+1,,,
3.219531250e+2,-9.218750000e-2,3.098437500e+1,,,
3.200781250e+2,-1.000000000e-1,3.102343750e+1,,,
3.300000000e+2,-8.800000000e-2,2.900000000e+1,,,
3.220468750e+2,-9.200000000e-2,2.999218750e+1,,,
3.260000000e+2,-9.200000000e-2,3.096093750e+1,,,
3.200312500e+2,-9.190625000e-2,2.801562500e+1,,,
3.159375000e+2,-8.815625000e-2,3.300000000e+1,,,
3.239062500e+2,-1.041250000e-1,2.900000000e+1,,,
3.240625000e+2,-9.646875000e-2,3.297656250e+1,,,
3.219843750e+2,-8.406250000e-2,3.103125000e+1,,,
3.240468750e+2,-1.042500000e-1,3.100000000e+1,,,
3.260000000e+2,-1.038750000e-1,3.399218750e+1,,,
3.219687500e+2,-9.587500000e-2,3.001562500e+1,,,
3.180000000e+2,-8.803125000e-2,3.100000000e+1,,,
3.220000000e+2,-9.200000000e-2,2.900781250e+1,,,
3.180000000e+2,-8.803125000e-2,3.298437500e+1,,,
3.220000000e+2,-9.609375000e-2,3.102343750e+1,,,
3.180000000e+2,-9.187500000e-2,3.200000000e+1,,,
3.240000000e+2,-8.806250000e-2,3.300000000e+1,,,
3.180000000e+2,-9.209375000e-2,3.102343750e+1,,,
3.180312500e+2,-9.196875000e-2,3.000000000e+1,,,
3.259687500e+2,-9.200000000e-2,3.295312500e+1,,,
3.240156250e+2,-9.193750000e-2,3.301562500e+1,,,
3.200000000e+2,-8.803125000e-2,3.198437500e+1,,,
3.180000000e+2,-1.000312500e-1,3.200781250e+1,,,
3.220468750e+2,-9.187500000e-2,3.400000000e+1,,,
3.280156250e+2,-9.200000000e-2,3.398437500e+1,,,
3.259531250e+2,-8.803125000e-2,3.200000000e+1,,,
3.201250000e+2,-8.818750000e-2,3.200000000e+1,,,
3.160000000e+2,-8.387500000e-2,3.197656250e+1,,,
3.198750000e+2,-9.596875000e-2,3.400000000e+1,,,
3.259375000e+2,-8.818750000e-2,3.199218750e+1,,,
3.203437500e+2,-8.787500000e-2,3.299218750e+1,,,
3.118125000e+2,-1.040000000e-1,3.100000000e+1,,,
3.276875000e+2,-9.243750000e-2,2.996093750e+1,,,
3.259062500e+2,-8.812500000e-2,3.496875000e+1,,,
3.199687500e+2,-8.003125000e-2,3.201562500e+1,,,
3.200000000e+2,-8.396875000e-2,3.001562500e+1,,,
3.220000000e+2,-9.196875000e-2,3.299218750e+1,,,
3.200000000e+2,-9.600000000e-2,3.200000000e+1,,,
3.199843750e+2,-9.200000000e-2,3.000000000e+1,,,
3.160000000e+2,-9.206250000e-2,3.497656250e+1,,,
3.200312500e+2,-8.806250000e-2,3.100000000e+1,,,
3.140156250e+2,-8.803125000e-2,3.203125000e+1,,,
3.199687500e+2,-8.793750000e-2,3.299218750e+1,,,
3.220781250e+2,-9.600000000e-2,3.200000000e+1,,,
3.159687500e+2,-8.800000000e-2,3.300781250e+1,,,
3.259062500e+2,-9.587500000e-2,3.200000000e+1,,,
3.239531250e+2,-8.825000000e-2,3.100000000e+1,,,
3.239843750e+2,-7.993750000e-2,3.300000000e+1,,,
3.199687500e+2,-8.803125000e-2,3.199218750e+1,,,
3.160312500e+2,-7.600000000e-2,3.300000000e+1,,,
3.240312500e+2,-8.000000000e-2,3.200000000e+1,,,
3.240000000e+2,-9.593750000e-2,3.300000000e+1,,,
3.220000000e+2,-9.618750000e-2,3.101562500e+1,,,
3.199843750e+2,-8.809375000e-2,3.000000000e+1,,,
3.199843750e+2,-8.400000000e-2,3.101562500e+1,,,
3.220156250e+2,-9.200000000e-2,3.500000000e+1,,,
3.140000000e+2,-9.206250000e-2,3.002343750e+1,,,
3.219843750e+2,-8.000000000e-2,2.900781250e+1,,,
3.180937500e+2,-9.200000000e-2,3.291406250e+1,,,
3.160000000e+2,-8.015625000e-2,3.398437500e+1,,,
3.199531250e+2,-8.390625000e-2,2.898437500e+1,,,
3.259843750e+2,-8.409375000e-2,3.200781250e+1,,,
3.159218750e+2,-8.000000000e-2,3.096875000e+1,,,
3.160156250e+2,-8.796875000e-2,3.105468750e+1,,,
3.199843750e+2,-9.209375000e-2,3.400000000e+1,,,
3.180000000e+2,-8.403125000e-2,3.003125000e+1,,,
3.160000000e+2,-9.184375000e-2,3.100781250e+1,,,
3.180000000e+2,-9.209375000e-2,3.300000000e+1,,,
3.140000000e+2,-8.003125000e-2,3.000000000e+1,,,
3.199687500e+2,-8.400000000e-2,3.000781250e+1,,,
3.219843750e+2,-8.400000000e-2,3.200000000e+1,,,
3.220312500e+2,-8.000000000e-2,3.200000000e+1,,,
3.180468750e+2,-9.134375000e-2,3.200781250e+1,,,
3.159843750e+2,-1.040000000e-1,3.100000000e+1,,,
3.180625000e+2,-9.593750000e-2,3.298437500e+1,,,
3.240468750e+2,-8.793750000e-2,3.398437500e+1,,,
3.239531250e+2,-8.000000000e-2,3.199218750e+1,,,
3.219843750e+2,-8.403125000e-2,3.199218750e+1,,,
3.220468750e+2,-8.806250000e-2,3.299218750e+1,,,
3.220937500e+2,-8.003125000e-2,3.299218750e+1,,,
3.120468750e+2,-8.790625000e-2,3.199218750e+1,,,
3.179687500e+2,-9.206250000e-2,3.200000000e+1,,,
3.179687500e+2,-8.403125000e-2,3.201562500e+1,,,
3.259843750e+2,-8.800000000e-2,3.300000000e+1,,,
3.220312500e+2,-8.000000000e-2,3.200000000e+1,,,
3.239687500e+2,-8.778125000e-2,3.200781250e+1,,,
3.219531250e+2,-9.200000000e-2,3.400000000e+1,,,
3.179687500e+2,-9.200000000e-2,3.199218750e+1,,,
3.140625000e+2,-8.000000000e-2,3.199218750e+1,,,
3.240156250e+2,-9.203125000e-2,3.099218750e+1,,,
3.180312500e+2,-8.800000000e-2,3.299218750e+1,,,
3.140000000e+2,-9.206250000e-2,3.300781250e+1,,,
3.200000000e+2,-7.603125000e-2,3.400000000e+1,,,
3.180156250e+2,-8.396875000e-2,3.103125000e+1,,,
3.159843750e+2,-8.000000000e-2,3.000000000e+1,,,
3.219843750e+2,-9.200000000e-2,3.299218750e+1,,,
3.199843750e+2,-7.996875000e-2,3.200000000e+1,,,
3.220312500e+2,-8.800000000e-2,3.399218750e+1,,,
3.119843750e+2,-8.012500000e-2,3.304687500e+1,,,
3.239531250e+2,-7.593750000e-2,3.100000000e+1,,,
3.220000000e+2,-8.793750000e-2,3.202343750e+1,,,
3.239843750e+2,-8.400000000e-2,3.300781250e+1,,,
3.179843750e+2,-8.000000000e-2,3.196875000e+1,,,
3.199843750e+2,-8.000000000e-2,2.797656250e+1,,,
3.160312500e+2,-8.000000000e-2,3.004687500e+1,,,
3.239843750e+2,-8.403125000e-2,3.301562500e+1,,,
3.180312500e+2,-8.393750000e-2,3.000781250e+1,,,
3.159687500e+2,-8.409375000e-2,3.200000000e+1,,,
3.259531250e+2,-6.003125000e-2,3.000000000e+1,,,
3.201093750e+2,-8.800000000e-2,3.200000000e+1,,,
3.179375000e+2,-1.000000000e-1,3.100000000e+1,,,
3.219843750e+2,-9.221875000e-2,3.400781250e+1,,,
3.178906250e+2,-8.000000000e-2,3.001562500e+1,,,
3.160781250e+2,-8.400000000e-2,3.200781250e+1,,,
3.220156250e+2,-7.200000000e-2,3.200000000e+1,,,
3.158750000e+2,-7.600000000e-2,3.200000000e+1,,,
3.141250000e+2,-7.209375000e-2,3.199218750e+1,,,
3.240781250e+2,-8.806250000e-2,3.199218750e+1,,,
3.199062500e+2,-8.406250000e-2,3.301562500e+1,,,
3.140000000e+2,-8.409375000e-2,3.099218750e+1,,,
3.179218750e+2,-7.200000000e-2,3.200000000e+1,,,
3.180937500e+2,-8.403125000e-2,2.800000000e+1,,,
3.119687500e+2,-7.600000000e-2,3.202343750e+1,,,
3.218906250e+2,-8.000000000e-2,2.999218750e+1,,,
3.201250000e+2,-7.200000000e-2,3.100000000e+1,,,
3.160156250e+2,-8.006250000e-2,2.900000000e+1,,,
3.200156250e+2,-7.193750000e-2,3.100000000e+1,,,
3.159531250e+2,-9.600000000e-2,2.900000000e+1,,,
3.160000000e+2,-9.593750000e-2,3.101562500e+1,,,
3.200312500e+2,-7.987500000e-2,3.299218750e+1,,,
3.260000000e+2,-6.400000000e-2,3.000000000e+1,,,
3.159687500e+2,-8.346875000e-2,3.100000000e+1,,,
3.201093750e+2,-9.600000000e-2,3.000000000e+1,,,
3.240156250e+2,-7.593750000e-2,3.201562500e+1,,,
3.140156250e+2,-8.018750000e-2,2.800000000e+1,,,
3.200156250e+2,-8.390625000e-2,3.200781250e+1,,,
3.200312500e+2,-7.612500000e-2,3.000000000e+1,,,
3.119843750e+2,-9.193750000e-2,2.998437500e+1,,,
3.239687500e+2,-7.212500000e-2,3.097656250e+1,,,
3.140000000e+2,-8.796875000e-2,3.100781250e+1,,,
3.180000000e+2,-8.403125000e-2,2.798437500e+1,,,
3.199531250e+2,-9.196875000e-2,2.803125000e+1,,,
3.160000000e+2,-7.590625000e-2,3.000000000e+1,,,
3.200312500e+2,-8.003125000e-2,3.000000000e+1,,,
3.179687500e+2,-7.203125000e-2,3.100000000e+1,,,
3.140000000e+2,-7.600000000e-2,3.100000000e+1,,,
3.180000000e+2,-7.600000000e-2,2.999218750e+1,,,
3.180000000e+2,-7.203125000e-2,3.200781250e+1,,,
3.119843750e+2,-8.406250000e-2,3.100000000e+1,,,
3.199375000e+2,-7.993750000e-2,2.999218750e+1,,,
3.179687500e+2,-8.403125000e-2,3.200000000e+1,,,
3.220312500e+2,-8.800000000e-2,3.300781250e+1,,,
3.119375000e+2,-7.987500000e-2,3.000781250e+1,,,
3.180937500e+2,-6.806250000e-2,3.000000000e+1,,,
3.178906250e+2,-8.006250000e-2,3.100000000e+1,,,
3.160625000e+2,-7.603125000e-2,3.000000000e+1,,,
3.220156250e+2,-8.818750000e-2,3.000000000e+1,,,
3.158750000e+2,-8.796875000e-2,3.101562500e+1,,,
3.119375000e+2,-8.403125000e-2,2.800000000e+1,,,
3.179218750e+2,-8.000000000e-2,3.000000000e+1,,,
3.160156250e+2,-8.006250000e-2,2.599218750e+1,,,
3.119531250e+2,-7.206250000e-2,3.001562500e+1,,,
3.219218750e+2,-8.400000000e-2,3.000000000e+1,,,
3.200937500e+2,-7.200000000e-2,3.000000000e+1,,,
3.140468750e+2,-7.981250000e-2,3.095312500e+1,,,
3.140312500e+2,-8.400000000e-2,3.301562500e+1,,,
3.139843750e+2,-8.393750000e-2,2.698437500e+1,,,
3.119218750e+2,-6.796875000e-2,3.000781250e+1,,,
3.080156250e+2,-7.606250000e-2,2.900000000e+1,,,
3.160312500e+2,-7.203125000e-2,2.900781250e+1,,,
3.160156250e+2,-7.996875000e-2,3.000000000e+1,,,
3.200000000e+2,-7.200000000e-2,2.900000000e+1,,,
3.159375000e+2,-8.409375000e-2,3.000000000e+1,,,
3.140000000e+2,-8.803125000e-2,2.900000000e+1,,,
3.200000000e+2,-8.793750000e-2,2.900781250e+1,,,
3.099531250e+2,-7.975000000e-2,2.800000000e+1,,,
3.080000000e+2,-6.796875000e-2,2.900000000e+1,,,
3.199687500e+2,-7.615625000e-2,2.603125000e+1,,,
3.099531250e+2,-8.400000000e-2,2.800000000e+1,,,
3.100625000e+2,-7.196875000e-2,2.999218750e+1,,,
3.139843750e+2,-7.212500000e-2,2.899218750e+1,,,
3.120781250e+2,-8.003125000e-2,2.903125000e+1,,,
3.200468750e+2,-7.184375000e-2,3.100781250e+1,,,
3.139531250e+2,-6.396875000e-2,3.000000000e+1,,,
3.100000000e+2,-6.393750000e-2,3.000000000e+1,,,
3.180156250e+2,-7.206250000e-2,2.900000000e+1,,,
3.160156250e+2,-7.603125000e-2,3.099218750e+1,,,
3.139843750e+2,-7.587500000e-2,2.900781250e+1,,,
3.159843750e+2,-6.809375000e-2,2.900000000e+1,,,
3.160468750e+2,-8.000000000e-2,2.899218750e+1,,,
3.120468750e+2,-6.800000000e-2,3.000000000e+1,,,
3.121093750e+2,-7.615625000e-2,2.899218750e+1,,,
3.180312500e+2,-7.990625000e-2,2.900000000e+1,,,
3.139218750e+2,-6.384375000e-2,2.902343750e+1,,,
3.100156250e+2,-6.815625000e-2,2.700000000e+1,,,
3.140468750e+2,-7.190625000e-2,2.898437500e+1,,,
3.140156250e+2,-6.803125000e-2,3.097656250e+1,,,
3.159531250e+2,-7.600000000e-2,3.103906250e+1,,,
3.119531250e+2,-7.600000000e-2,2.700000000e+1,,,
3.199843750e+2,-6.400000000e-2,2.698437500e+1,,,
3.100468750e+2,-6.806250000e-2,2.998437500e+1,,,
3.080000000e+2,-7.206250000e-2,2.699218750e+1,,,
3.079531250e+2,-7.609375000e-2,3.000000000e+1,,,
3.119843750e+2,-7.596875000e-2,2.800000000e+1,,,
3.100468750e+2,-7.196875000e-2,2.999218750e+1,,,
3.121406250e+2,-7.193750000e-2,2.802343750e+1,,,
3.219843750e+2,-6.406250000e-2,2.800000000e+1,,,
3.119062500e+2,-7.606250000e-2,3.100000000e+1,,,
3.120156250e+2,-6.796875000e-2,2.900781250e+1,,,
3.160000000e+2,-7.606250000e-2,2.900000000e+1,,,
3.099843750e+2,-7.200000000e-2,2.700000000e+1,,,
3.120000000e+2,-7.606250000e-2,2.900781250e+1,,,
3.120000000e+2,-7.593750000e-2,2.600000000e+1,,,
3.120000000e+2,-7.200000000e-2,2.900000000e+1,,,
3.120000000e+2,-7.171875000e-2,2.799218750e+1,,,
3.200000000e+2,-6.021875000e-2,3.000781250e+1,,,
3.099843750e+2,-8.440625000e-2,2.800000000e+1,,,
3.159687500e+2,-8.000000000e-2,3.096875000e+1,,,
3.160156250e+2,-7.196875000e-2,2.903125000e+1,,,
3.120000000e+2,-7.606250000e-2,2.598437500e+1,,,
3.119687500e+2,-8.406250000e-2,2.703906250e+1,,,
3.080312500e+2,-8.384375000e-2,3.000000000e+1,,,
3.139843750e+2,-7.187500000e-2,2.600781250e+1,,,
3.060000000e+2,-7.203125000e-2,3.200000000e+1,,,
3.120156250e+2,-7.190625000e-2,2.800000000e+1,,,
3.040468750e+2,-7.603125000e-2,3.200000000e+1,,,
3.099062500e+2,-7.196875000e-2,2.700000000e+1,,,
3.119375000e+2,-7.993750000e-2,2.900000000e+1,,,
3.141093750e+2,-7.606250000e-2,2.701562500e+1,,,
3.079218750e+2,-6.818750000e-2,2.800000000e+1,,,
3.159843750e+2,-6.390625000e-2,2.998437500e+1,,,
3.100000000e+2,-6.800000000e-2,3.002343750e+1,,,
3.139687500e+2,-6.400000000e-2,2.800000000e+1,,,
3.019843750e+2,-6.803125000e-2,2.900781250e+1,,,
3.100312500e+2,-6.000000000e-2,2.800781250e+1,,,
3.100000000e+2,-7.200000000e-2,2.700000000e+1,,,
3.160156250e+2,-6.400000000e-2,2.700000000e+1,,,
3.140000000e+2,-6.771875000e-2,2.996875000e+1,,,
3.081093750e+2,-6.812500000e-2,2.800000000e+1,,,
3.059531250e+2,-6.387500000e-2,2.496875000e+1,,,
3.119843750e+2,-8.000000000e-2,2.503125000e+1,,,
3.100625000e+2,-7.200000000e-2,2.801562500e+1,,,
3.059531250e+2,-7.993750000e-2,2.897656250e+1,,,
3.100625000e+2,-7.618750000e-2,2.700000000e+1,,,
3.020468750e+2,-7.203125000e-2,2.900000000e+1,,,
3.140625000e+2,-7.200000000e-2,2.700781250e+1,,,
3.059687500e+2,-7.200000000e-2,3.001562500e+1,,,
3.060781250e+2,-7.200000000e-2,2.700000000e+1,,,
3.120000000e+2,-6.800000000e-2,2.500000000e+1,,,
3.060156250e+2,-8.000000000e-2,2.705468750e+1,,,
3.080000000e+2,-6.818750000e-2,2.902343750e+1,,,
3.019687500e+2,-7.200000000e-2,2.500000000e+1,,,
3.019843750e+2,-6.800000000e-2,2.701562500e+1,,,
3.039843750e+2,-8.000000000e-2,3.000000000e+1,,,
3.060000000e+2,-8.006250000e-2,2.700000000e+1,,,
3.079687500e+2,-6.796875000e-2,2.900781250e+1,,,
3.120625000e+2,-7.200000000e-2,2.900781250e+1,,,
3.040000000e+2,-7.206250000e-2,2.798437500e+1,,,
3.119843750e+2,-6.806250000e-2,2.497656250e+1,,,
3.059843750e+2,-6.800000000e-2,2.500000000e+1,,,
3.080000000e+2,-6.800000000e-2,2.500000000e+1,,,
3.019843750e+2,-7.200000000e-2,2.705468750e+1,,,
3.039531250e+2,-6.800000000e-2,2.900000000e+1,,,
3.120000000e+2,-7.218750000e-2,2.600781250e+1,,,
3.079843750e+2,-6.387500000e-2,2.700000000e+1,,,
3.080000000e+2,-8.003125000e-2,2.600000000e+1,,,
3.060156250e+2,-6.403125000e-2,2.500000000e+1,,,
3.040000000e+2,-7.600000000e-2,2.800781250e+1,,,
3.059687500e+2,-6.800000000e-2,2.700000000e+1,,,
3.079375000e+2,-7.200000000e-2,2.300000000e+1,,,
3.100781250e+2,-6.403125000e-2,2.696875000e+1,,,
2.999218750e+2,-7.200000000e-2,2.800781250e+1,,,
3.020781250e+2,-6.796875000e-2,2.999218750e+1,,,
3.019062500e+2,-6.400000000e-2,2.898437500e+1,,,
2.960156250e+2,-6.406250000e-2,2.799218750e+1,,,
3.040781250e+2,-7.600000000e-2,2.700781250e+1,,,
3.019218750e+2,-6.409375000e-2,2.499218750e+1,,,
2.979687500e+2,-5.993750000e-2,2.800000000e+1,,,
3.039062500e+2,-7.190625000e-2,2.499218750e+1,,,
3.020312500e+2,-7.996875000e-2,2.701562500e+1,,,
2.959843750e+2,-7.609375000e-2,2.596875000e+1,,,
3.059375000e+2,-6.000000000e-2,2.600000000e+1,,,
3.021093750e+2,-7.596875000e-2,2.600000000e+1,,,
2.999375000e+2,-7.237500000e-2,2.600000000e+1,,,
3.060468750e+2,-6.403125000e-2,2.600000000e+1,,,
3.060000000e+2,-6.800000000e-2,2.700000000e+1,,,
3.080000000e+2,-6.800000000e-2,2.600781250e+1,,,
3.039687500e+2,-7.596875000e-2,2.700781250e+1,,,
3.020156250e+2,-5.600000000e-2,2.400000000e+1,,,
2.980000000e+2,-7.593750000e-2,2.701562500e+1,,,
3.000000000e+2,-6.406250000e-2,2.600000000e+1,,,
3.000000000e+2,-7.590625000e-2,2.601562500e+1,,,
2.979687500e+2,-7.200000000e-2,2.400000000e+1,,,
3.059843750e+2,-6.403125000e-2,2.699218750e+1,,,
3.000156250e+2,-6.406250000e-2,2.603125000e+1,,,
3.040000000e+2,-6.803125000e-2,2.300000000e+1,,,
3.000156250e+2,-6.803125000e-2,2.500000000e+1,,,
3.000000000e+2,-6.796875000e-2,2.300000000e+1,,,
2.980000000e+2,-7.203125000e-2,2.601562500e+1,,,
2.979843750e+2,-6.400000000e-2,2.396093750e+1,,,
2.980312500e+2,-6.403125000e-2,2.399218750e+1,,,
3.019687500e+2,-6.800000000e-2,2.300000000e+1,,,
2.980468750e+2,-6.400000000e-2,2.501562500e+1,,,
3.060156250e+2,-7.187500000e-2,2.600781250e+1,,,
2.940156250e+2,-6.806250000e-2,2.499218750e+1,,,
3.019375000e+2,-6.403125000e-2,2.598437500e+1,,,
3.081093750e+2,-6.403125000e-2,2.399218750e+1,,,
2.940937500e+2,-7.200000000e-2,2.698437500e+1,,,
2.978906250e+2,-7.200000000e-2,2.500000000e+1,,,
2.980312500e+2,-7.206250000e-2,2.398437500e+1,,,
2.979375000e+2,-6.800000000e-2,2.500000000e+1,,,
2.940000000e+2,-7.200000000e-2,2.400000000e+1,,,
2.980312500e+2,-6.800000000e-2,2.599218750e+1,,,
2.959531250e+2,-6.800000000e-2,2.500000000e+1,,,
2.939687500e+2,-6.809375000e-2,2.400781250e+1,,,
2.940312500e+2,-7.603125000e-2,2.500000000e+1,,,
2.980156250e+2,-6.809375000e-2,2.301562500e+1,,,
2.999843750e+2,-6.409375000e-2,2.400000000e+1,,,
3.000000000e+2,-5.596875000e-2,2.400000000e+1,,,
2.961250000e+2,-7.200000000e-2,2.300000000e+1,,,
2.879531250e+2,-5.603125000e-2,2.303125000e+1,,,
2.979531250e+2,-8.000000000e-2,2.600000000e+1,,,
2.920781250e+2,-6.815625000e-2,2.401562500e+1,,,
2.961250000e+2,-6.403125000e-2,2.500000000e+1,,,
3.019687500e+2,-6.003125000e-2,2.500000000e+1,,,
2.939218750e+2,-6.000000000e-2,2.400000000e+1,,,
2.940625000e+2,-6.003125000e-2,2.598437500e+1,,,
2.980000000e+2,-6.400000000e-2,2.099218750e+1,,,
2.940000000e+2,-6.000000000e-2,2.400000000e+1,,,
2.919843750e+2,-7.196875000e-2,2.400000000e+1,,,
2.919843750e+2,-6.800000000e-2,2.299218750e+1,,,
2.880000000e+2,-7.196875000e-2,2.199218750e+1,,,
2.899375000e+2,-5.993750000e-2,2.300000000e+1,,,
3.020156250e+2,-6.406250000e-2,2.200000000e+1,,,
2.940468750e+2,-6.400000000e-2,2.300000000e+1,,,
2.900000000e+2,-6.812500000e-2,2.197656250e+1,,,
2.920156250e+2,-7.603125000e-2,2.597656250e+1,,,
2.880000000e+2,-6.803125000e-2,2.300781250e+1,,,
2.960000000e+2,-6.800000000e-2,2.400000000e+1,,,
2.960156250e+2,-6.400000000e-2,2.396875000e+1,,,
2.979687500e+2,-6.809375000e-2,2.299218750e+1,,,
2.900000000e+2,-6.793750000e-2,2.300000000e+1,,,
2.899843750e+2,-6.000000000e-2,2.298437500e+1,,,
2.880000000e+2,-6.800000000e-2,2.000000000e+1,,,
2.880000000e+2,-6.403125000e-2,2.198437500e+1,,,
2.940000000e+2,-7.203125000e-2,2.297656250e+1,,,
2.839843750e+2,-6.793750000e-2,2.100000000e+1,,,
2.958437500e+2,-6.384375000e-2,2.300000000e+1,,,
2.960625000e+2,-5.606250000e-2,2.000000000e+1,,,
2.920156250e+2,-7.578125000e-2,2.198437500e+1,,,
2.899375000e+2,-6.787500000e-2,2.300000000e+1,,,
2.880937500e+2,-6.400000000e-2,2.200000000e+1,,,
2.959531250e+2,-6.409375000e-2,2.298437500e+1,,,
2.859218750e+2,-7.206250000e-2,1.900781250e+1,,,
2.900000000e+2,-6.787500000e-2,2.100000000e+1,,,
2.839687500e+2,-5.984375000e-2,2.501562500e+1,,,
2.898593750e+2,-5.178125000e-2,2.001562500e+1,,,
2.920156250e+2,-8.400000000e-2,2.100000000e+1,,,
2.880312500e+2,-6.012500000e-2,2.100781250e+1,,,
2.820000000e+2,-7.209375000e-2,2.400781250e+1,,,
2.898750000e+2,-5.990625000e-2,2.400000000e+1,,,
2.960781250e+2,-6.403125000e-2,2.200000000e+1,,,
2.861250000e+2,-6.787500000e-2,2.096093750e+1,,,
